status,course,gender,marital_status,attendance,scholarship_holder,tuition_up_to_date,debtor,displaced,international,age_at_enrollment,age_group,admission_grade,prev_qualification_grade,units_1st_sem_enrolled,units_1st_sem_approved,grade_1st_sem,units_2nd_sem_enrolled,units_2nd_sem_approved,grade_2nd_sem,approval_ratio_2nd_sem,is_dropout,dropout_risk_score
Dropout,Agronomy,Male,Married,Daytime,No,Yes,No,No,No,26,25-29,113.3,120.0,6,1,10.0,6,0,0.0,0.0,1,0.999
Dropout,Informatics Engineering,Male,Single,Daytime,No,Yes,Yes,Yes,No,20,17-20,119.9,130.0,5,0,0.0,5,0,0.0,0.0,1,0.998
Dropout,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,25,25-29,140.0,140.0,6,3,11.25,6,4,11.2,0.667,1,0.667
Enrolled,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,No,No,19,17-20,108.0,109.0,5,0,0.0,5,0,0.0,0.0,0,0.997
Dropout,Management,Male,Single,Daytime,No,Yes,No,Yes,No,24,21-24,100.0,143.0,5,3,10.666666666666666,5,1,14.0,0.2,1,0.935
Graduate,Equinculture,Male,Single,Daytime,No,Yes,No,No,No,20,17-20,132.4,125.0,5,4,11.75,5,5,13.4,1.0,0,0.116
Dropout,Management,Male,Single,Daytime,No,Yes,No,No,No,20,17-20,137.1,136.0,5,0,0.0,5,0,0.0,0.0,1,0.997
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,138.1,157.0,6,6,12.666666666666666,6,6,14.125,1.0,0,0.051
Enrolled,Oral Hygiene,Female,Divorced,Daytime,No,Yes,No,No,No,25,25-29,130.0,160.0,7,7,11.95,8,7,12.042857142857144,0.875,0,0.052
Graduate,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,22,21-24,109.7,116.0,6,5,14.0,6,6,15.666666666666666,1.0,0,0.085
Dropout,Social Service (evening),Female,Single,Evening,No,No,No,No,No,41,40+,128.2,113.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Dropout,Management,Female,Single,Daytime,Yes,Yes,Yes,No,No,19,17-20,117.8,130.0,5,2,11.5,5,0,0.0,0.0,1,0.997
Graduate,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,150.0,150.0,6,6,12.0,6,5,12.8,0.833,0,0.217
Dropout,Veterinary Nursing,Female,Single,Daytime,No,Yes,Yes,Yes,No,30,30-39,160.0,110.0,6,6,16.428571428571427,6,6,16.666666666666668,1.0,1,0.221
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,21,21-24,104.5,101.0,7,5,13.336000000000002,8,7,13.207142857142856,0.875,0,0.109
Enrolled,Oral Hygiene,Female,Married,Daytime,Yes,Yes,No,No,No,26,25-29,112.8,110.0,7,0,0.0,8,0,0.0,0.0,0,0.997
Graduate,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,No,Yes,21,21-24,100.0,133.1,7,7,14.666666666666666,6,6,14.0,1.0,0,0.025
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,132.5,138.0,8,7,14.115714285714288,8,7,14.115714285714288,0.875,0,0.069
Graduate,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,123.3,138.0,6,6,14.857142857142858,6,6,13.11111111111111,1.0,0,0.047
Graduate,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,128.9,141.0,6,6,13.833333333333334,6,6,13.714285714285714,1.0,0,0.02
Enrolled,Management,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,128.3,129.0,5,3,11.0,5,4,11.75,0.8,0,0.539
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,100.0,127.0,6,4,11.75,6,3,13.666666666666666,0.5,0,0.787
Dropout,Management,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,120.1,133.0,5,2,10.0,5,2,12.0,0.4,1,0.902
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,24,21-24,160.0,100.0,8,6,12.415,8,6,12.415,0.75,0,0.205
Enrolled,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,123.0,138.0,5,1,11.0,5,2,10.5,0.4,0,0.963
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,23,21-24,150.0,150.0,6,5,14.428571428571429,6,6,13.428571428571429,1.0,0,0.132
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,124.0,129.0,8,7,14.312857142857142,8,7,14.312857142857142,0.875,0,0.04
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,No,No,No,No,26,25-29,120.0,130.0,6,6,15.428571428571429,6,5,14.5,0.833,0,0.655
Graduate,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,120.4,133.0,5,4,12.0,5,5,13.4,1.0,0,0.096
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,131.6,133.0,6,6,13.833333333333334,6,6,13.714285714285714,1.0,0,0.04
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,104.2,107.0,6,6,12.166666666666666,6,6,12.142857142857142,1.0,0,0.063
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,122.0,131.0,8,7,14.014285714285714,8,7,14.014285714285714,0.875,0,0.066
Enrolled,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,110.7,118.0,6,2,10.333333333333334,6,3,13.333333333333334,0.5,0,0.875
Graduate,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,Yes,No,22,21-24,121.7,136.0,6,5,13.2,6,5,13.6,0.833,0,0.147
Graduate,Nursing,Female,Single,Daytime,No,Yes,Yes,Yes,No,20,17-20,126.0,125.0,7,6,15.4,7,6,15.4,0.857,0,0.21
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,128.4,137.0,7,7,13.385714285714286,8,8,15.925,1.0,0,0.01
Dropout,Equinculture,Female,Single,Daytime,No,Yes,Yes,Yes,No,18,17-20,134.9,144.0,6,6,10.857142857142858,6,4,11.0,0.667,1,0.624
Graduate,Management,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,143.9,146.0,5,5,11.333333333333334,5,5,12.0,1.0,0,0.095
Graduate,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,145.0,145.0,5,4,14.5,5,5,13.6,1.0,0,0.111
Graduate,Communication Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,132.0,126.0,6,6,14.166666666666666,6,6,12.375,1.0,0,0.026
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,24,21-24,136.1,141.0,6,6,12.833333333333334,6,6,12.0,1.0,0,0.03
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,138.9,141.0,6,6,13.333333333333334,6,6,14.5,1.0,0,0.03
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,102.0,133.1,6,6,13.666666666666666,6,6,14.571428571428571,1.0,0,0.03
Dropout,Tourism,Female,Single,Daytime,Yes,No,Yes,No,No,28,25-29,123.0,133.1,6,6,10.833333333333334,6,5,11.0,0.833,1,0.792
Graduate,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,137.5,127.0,6,6,13.428571428571429,6,6,13.142857142857142,1.0,0,0.052
Enrolled,Nursing,Male,Single,Daytime,No,Yes,Yes,Yes,No,20,17-20,102.2,106.0,7,7,12.401428571428571,8,6,11.808333333333332,0.75,0,0.193
Dropout,Agronomy,Male,Single,Daytime,No,No,No,No,No,36,30-39,105.3,130.0,6,0,0.0,6,0,0.0,0.0,1,1.0
Dropout,Management (evening),Male,Married,Evening,No,No,No,No,No,42,40+,130.0,110.0,4,0,0.0,5,0,0.0,0.0,1,1.0
Dropout,Management (evening),Male,Married,Evening,No,Yes,No,No,No,47,40+,122.5,150.0,5,4,11.5,5,5,11.6,1.0,1,0.248
Dropout,Informatics Engineering,Male,Single,Daytime,No,No,No,No,No,25,25-29,112.0,160.0,5,0,0.0,5,0,0.0,0.0,1,1.0
Graduate,Advertising & Marketing,Male,Single,Daytime,Yes,Yes,No,No,No,25,25-29,110.0,170.0,6,6,14.142857142857142,6,6,13.5,1.0,0,0.036
Dropout,Social Service (evening),Male,Married,Evening,No,Yes,No,No,No,48,40+,149.5,133.1,6,0,0.0,5,0,0.0,0.0,1,0.998
Graduate,Management (evening),Male,Single,Evening,Yes,Yes,No,No,No,32,30-39,141.0,120.0,10,10,13.8,10,10,12.8,1.0,0,0.026
Dropout,Management (evening),Male,Single,Evening,No,Yes,No,No,No,38,30-39,130.0,130.0,10,10,13.6,10,5,13.6,0.5,1,0.802
Graduate,Social Service,Male,Single,Daytime,No,Yes,No,No,No,37,30-39,130.0,130.0,16,15,11.733333333333333,11,9,11.88888888888889,0.818,0,0.118
Dropout,Management,Male,Single,Daytime,No,No,No,No,No,26,25-29,104.0,120.0,5,1,10.0,5,1,10.0,0.2,1,0.999
Dropout,Veterinary Nursing,Male,Single,Daytime,No,Yes,No,No,No,23,21-24,110.0,110.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Enrolled,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,23,21-24,120.0,120.0,6,0,0.0,6,0,0.0,0.0,0,0.999
Enrolled,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,20,17-20,130.0,130.0,6,4,10.8,6,4,12.0,0.667,0,0.493
Dropout,Nursing,Male,Single,Daytime,No,Yes,No,Yes,No,26,25-29,127.0,150.0,7,6,13.046666666666669,8,7,13.30625,0.875,1,0.301
Enrolled,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,45,40+,100.0,120.0,9,8,11.0,7,6,10.833333333333334,0.857,0,0.335
Enrolled,Social Service (evening),Female,Single,Evening,Yes,Yes,No,Yes,No,26,25-29,111.0,100.0,6,3,12.333333333333334,6,3,11.666666666666666,0.5,0,0.648
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,26,25-29,130.0,133.1,11,10,11.8,7,7,13.285714285714286,1.0,0,0.038
Enrolled,Management (evening),Female,Single,Evening,No,Yes,No,No,No,25,25-29,130.1,130.0,5,3,11.0,5,3,11.25,0.6,0,0.702
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,127.5,145.0,8,8,13.11,8,8,13.11,1.0,0,0.018
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,27,25-29,130.0,130.0,8,7,14.414285714285716,8,7,14.414285714285716,0.875,0,0.07
Dropout,Social Service (evening),Female,Legally separated,Evening,No,No,No,No,No,24,21-24,115.0,115.0,5,0,0.0,5,0,0.0,0.0,1,0.999
Graduate,Management,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,126.8,124.0,5,5,12.333333333333334,5,5,12.2,1.0,0,0.135
Dropout,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,116.7,124.0,7,0,0.0,7,1,10.0,0.143,1,0.991
Graduate,Oral Hygiene,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,128.5,134.0,7,7,14.1,8,8,13.3125,1.0,0,0.013
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,127.5,137.0,8,8,13.045,8,8,13.045,1.0,0,0.014
Enrolled,Nursing,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,117.5,124.0,8,5,12.858,8,5,12.858,0.625,0,0.27
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,148.8,136.0,8,8,14.2525,8,8,14.2525,1.0,0,0.009
Enrolled,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,120.2,126.0,7,5,14.06,7,7,11.242857142857142,1.0,0,0.074
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,127.3,142.0,8,7,15.075714285714286,8,7,15.075714285714286,0.875,0,0.063
Enrolled,Animation & Multimedia Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,136.1,141.0,0,0,0.0,0,0,0.0,,0,0.254
Enrolled,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,122.4,129.0,5,4,13.75,6,5,12.6,0.833,0,0.378
Graduate,Agronomy,Female,Single,Daytime,No,Yes,No,Yes,No,23,21-24,130.0,130.0,17,17,13.15,12,12,13.214285714285714,1.0,0,0.005
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,21,21-24,121.7,136.0,6,5,12.333333333333334,6,5,11.8,0.833,0,0.169
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,122.7,137.0,7,7,13.778571428571428,8,8,13.122222222222222,1.0,0,0.018
Dropout,Basic Education,Female,Single,Daytime,No,No,Yes,Yes,No,20,17-20,129.2,125.0,6,3,10.333333333333334,6,1,11.0,0.167,1,0.999
Enrolled,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,23,21-24,105.0,119.0,6,3,11.333333333333334,6,2,11.0,0.333,0,0.966
Enrolled,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,129.9,132.0,6,5,13.2,6,6,12.666666666666666,1.0,0,0.092
Graduate,Communication Design,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,136.3,152.0,6,6,13.571428571428571,6,6,12.375,1.0,0,0.024
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,29,25-29,114.9,125.0,11,11,12.75,7,7,13.428571428571429,1.0,0,0.03
Dropout,Journalism & Communication,Male,Single,Daytime,No,Yes,No,Yes,No,28,25-29,102.0,133.1,6,3,13.0,6,1,12.0,0.167,1,0.99
Enrolled,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,111.3,120.0,5,3,11.333333333333334,5,4,11.0,0.8,0,0.58
Dropout,Advertising & Marketing,Male,Single,Daytime,No,No,Yes,No,No,24,21-24,130.9,148.0,6,0,0.0,6,0,0.0,0.0,1,1.0
Dropout,Animation & Multimedia Design,Male,Single,Daytime,Yes,Yes,Yes,No,No,33,30-39,100.0,133.1,0,0,0.0,0,0,0.0,,1,0.732
Dropout,Management,Male,Single,Daytime,No,No,No,Yes,No,19,17-20,112.9,115.0,5,2,12.5,5,1,11.0,0.2,1,0.998
Graduate,Veterinary Nursing,Male,Single,Daytime,No,Yes,No,No,No,19,17-20,112.7,120.0,6,6,14.857142857142858,6,6,14.142857142857142,1.0,0,0.061
Graduate,Social Service (evening),Male,Divorced,Evening,No,Yes,No,No,No,37,30-39,143.0,133.1,9,8,12.0,7,7,11.571428571428571,1.0,0,0.063
Graduate,Animation & Multimedia Design,Male,Single,Daytime,Yes,No,Yes,Yes,No,18,17-20,155.1,168.0,0,0,0.0,0,0,0.0,,0,0.946
Enrolled,Management (evening),Male,Divorced,Evening,No,Yes,No,No,No,29,25-29,127.6,130.0,5,0,0.0,5,0,0.0,0.0,0,0.996
Graduate,Nursing,Male,Married,Daytime,No,Yes,No,No,No,37,30-39,146.6,133.1,7,7,12.828571428571427,8,8,12.6875,1.0,0,0.022
Dropout,Nursing,Male,Single,Daytime,No,Yes,No,No,No,36,30-39,141.0,137.0,7,0,0.0,8,0,0.0,0.0,1,1.0
Graduate,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,120.6,123.0,6,6,13.333333333333334,6,5,14.0,0.833,0,0.13
Graduate,Nursing,Male,Single,Daytime,Yes,Yes,No,Yes,No,33,30-39,110.0,150.0,14,14,13.072857142857144,14,14,13.072857142857144,1.0,0,0.0
Dropout,Informatics Engineering,Male,Single,Daytime,No,No,No,No,No,34,30-39,108.6,120.0,7,5,12.0,7,3,11.0,0.429,1,0.996
Graduate,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,134.9,145.0,6,6,15.5,6,6,16.0,1.0,0,0.045
Dropout,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,120.0,120.0,6,0,0.0,6,0,0.0,0.0,1,0.998
Graduate,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,141.3,142.0,6,6,14.714285714285714,6,6,15.166666666666666,1.0,0,0.018
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,135.6,147.0,6,6,16.714285714285715,6,6,15.333333333333334,1.0,0,0.065
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,121.5,125.0,6,6,10.857142857142858,6,6,11.666666666666666,1.0,0,0.032
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,125.0,126.0,7,6,11.658333333333331,8,6,12.416666666666666,0.75,0,0.254
Graduate,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,Yes,Yes,22,21-24,119.1,132.0,6,5,11.6,6,6,12.0,1.0,0,0.01
Enrolled,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,126.6,122.0,6,6,14.625,6,6,14.142857142857142,1.0,0,0.063
Graduate,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,116.7,123.0,6,6,12.166666666666666,6,6,12.666666666666666,1.0,0,0.017
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,120.1,126.0,7,4,13.375,7,6,12.116666666666667,0.857,0,0.285
Graduate,Basic Education,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,124.9,128.0,6,6,12.5,6,6,12.833333333333334,1.0,0,0.017
Dropout,Nursing,Female,Single,Daytime,No,No,Yes,Yes,No,31,30-39,114.0,100.0,7,5,12.56,7,5,12.56,0.714,1,0.981
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,131.1,140.0,7,7,13.19,8,8,14.23125,1.0,0,0.029
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,Yes,No,No,19,17-20,129.3,145.0,6,3,11.0,6,4,11.25,0.667,0,0.714
Graduate,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,129.7,143.0,0,0,0.0,0,0,0.0,,0,0.452
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,120.8,132.0,6,5,11.6,6,6,11.714285714285714,1.0,0,0.046
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,135.0,130.0,7,6,14.266666666666666,7,6,14.266666666666666,0.857,0,0.056
Enrolled,Management,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,117.8,129.0,5,4,11.0,5,4,13.857142857142858,0.8,0,0.101
Graduate,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,30,30-39,130.0,124.4,10,9,12.666666666666666,7,7,12.428571428571429,1.0,0,0.054
Enrolled,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,117.6,127.0,6,0,0.0,6,3,11.0,0.5,0,0.973
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,130.8,144.0,8,7,12.771428571428572,8,7,12.771428571428572,0.875,0,0.111
Dropout,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,111.9,121.0,5,0,0.0,5,0,0.0,0.0,1,0.996
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,145.9,150.0,6,6,15.5,6,6,13.571428571428571,1.0,0,0.06
Enrolled,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,109.1,115.0,6,6,13.285714285714286,6,5,14.6,0.833,0,0.08
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,120.3,125.0,7,5,11.716666666666669,7,5,13.7,0.714,0,0.439
Dropout,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,113.5,117.0,6,6,11.333333333333334,6,4,13.75,0.667,1,0.237
Graduate,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,135.4,121.0,6,6,13.333333333333334,6,5,13.4,0.833,0,0.058
Graduate,Management (evening),Female,Married,Evening,Yes,Yes,No,No,No,39,30-39,130.2,140.0,5,4,12.333333333333334,5,2,10.0,0.4,0,0.634
Enrolled,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,136.4,129.0,6,6,12.333333333333334,6,6,12.833333333333334,1.0,0,0.038
Dropout,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,126.9,130.0,0,0,0.0,0,0,0.0,,1,0.479
Graduate,Management,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,119.8,131.0,5,5,12.6,5,4,11.6,0.8,0,0.261
Enrolled,Management,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,124.4,137.0,5,5,12.6,5,4,11.0,0.8,0,0.285
Enrolled,Agronomy,Female,Married,Daytime,No,No,Yes,No,No,34,30-39,120.0,150.0,6,6,14.333333333333334,6,6,12.833333333333334,1.0,0,0.813
Enrolled,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,No,No,22,21-24,111.8,117.0,5,3,12.0,5,2,11.0,0.4,0,0.745
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,24,21-24,130.0,133.1,6,6,14.857142857142858,6,5,13.6,0.833,0,0.214
Graduate,Management,Female,Married,Daytime,No,Yes,No,No,No,34,30-39,138.0,130.0,15,12,11.916666666666666,13,11,13.181818181818182,0.846,0,0.333
Dropout,Management (evening),Female,Married,Evening,No,Yes,No,Yes,No,46,40+,114.6,110.0,5,0,0.0,5,0,0.0,0.0,1,0.998
Enrolled,Management,Female,Married,Daytime,No,Yes,No,No,No,50,40+,108.0,140.0,5,3,13.333333333333334,5,5,12.2,1.0,0,0.345
Dropout,Management (evening),Female,Single,Evening,No,No,No,No,No,37,30-39,140.0,140.0,5,0,0.0,5,0,0.0,0.0,1,1.0
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,134.7,148.0,6,6,17.0,6,6,15.5,1.0,0,0.052
Enrolled,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,25,25-29,110.0,130.0,6,3,11.666666666666666,6,2,11.333333333333334,0.333,0,0.898
Graduate,Agronomy,Female,Married,Daytime,No,Yes,No,No,No,46,40+,104.8,140.0,19,19,12.210526315789474,13,13,11.384615384615383,1.0,0,0.019
Graduate,Communication Design,Female,Married,Daytime,Yes,Yes,No,No,No,30,30-39,126.5,160.0,6,6,13.0,6,5,12.857142857142858,0.833,0,0.086
Dropout,Management (evening),Female,Divorced,Evening,No,No,Yes,No,No,37,30-39,118.1,130.0,5,0,0.0,5,0,0.0,0.0,1,1.0
Enrolled,Management (evening),Female,Married,Evening,No,Yes,No,No,No,50,40+,119.9,120.0,5,2,10.5,5,3,11.0,0.6,0,0.876
Graduate,Agronomy,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,160.0,160.0,6,6,13.571428571428571,6,6,12.714285714285714,1.0,0,0.036
Dropout,Oral Hygiene,Female,Married,Daytime,No,Yes,No,No,No,39,30-39,100.5,133.1,3,1,14.0,2,0,0.0,0.0,1,0.975
Dropout,Journalism & Communication,Female,Married,Daytime,No,No,No,No,No,53,40+,110.0,133.1,5,0,0.0,4,0,0.0,0.0,1,1.0
Dropout,Management,Female,Married,Daytime,No,Yes,No,Yes,No,54,40+,100.0,100.0,15,13,12.461538461538462,13,10,11.1,0.769,1,0.73
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,140.0,140.0,6,4,14.4,6,5,13.0,0.833,0,0.277
Dropout,Journalism & Communication,Female,Single,Daytime,No,No,No,Yes,No,20,17-20,109.0,109.0,6,0,0.0,6,0,0.0,0.0,1,1.0
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,Yes,Yes,No,18,17-20,120.9,130.0,6,6,14.333333333333334,6,6,14.166666666666666,1.0,0,0.13
Graduate,Agronomy,Female,Single,Daytime,No,Yes,Yes,No,No,21,21-24,125.8,130.0,13,11,11.909090909090908,11,11,10.727272727272728,1.0,0,0.037
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,161.2,164.0,6,6,13.714285714285714,6,6,14.375,1.0,0,0.065
Dropout,Nursing,Female,Single,Daytime,No,Yes,Yes,Yes,No,19,17-20,122.0,125.0,7,0,0.0,8,0,0.0,0.0,1,1.0
Dropout,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,127.9,137.0,7,5,13.46,7,7,12.2375,1.0,1,0.073
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,135.8,133.0,6,6,15.0,6,6,13.333333333333334,1.0,0,0.068
Dropout,Animation & Multimedia Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,149.7,163.0,0,0,0.0,0,0,0.0,,1,0.334
Graduate,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,137.3,160.0,6,5,13.4,6,5,12.8,0.833,0,0.233
Enrolled,Social Service (evening),Female,Divorced,Evening,No,Yes,No,Yes,No,48,40+,106.0,133.1,6,5,13.0,6,4,12.5,0.667,0,0.362
Graduate,Social Service,Female,Divorced,Daytime,No,Yes,Yes,No,No,34,30-39,110.0,120.0,6,4,11.25,6,4,13.75,0.667,0,0.755
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,146.4,140.0,5,5,12.6,5,5,11.6,1.0,0,0.056
Graduate,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,50,40+,121.0,140.0,6,6,12.666666666666666,6,6,11.833333333333334,1.0,0,0.075
Graduate,Basic Education,Female,Single,Daytime,No,Yes,Yes,No,No,41,40+,125.2,140.0,21,21,12.333333333333334,19,19,12.105263157894736,1.0,0,0.07
Dropout,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,Yes,No,22,21-24,119.6,115.0,6,5,12.0,6,5,11.0,0.833,1,0.162
Graduate,Management,Female,Divorced,Daytime,No,Yes,No,No,No,43,40+,142.8,140.0,5,5,16.4,5,5,16.6,1.0,0,0.046
Dropout,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,50,40+,123.5,133.1,1,0,0.0,6,0,0.0,0.0,1,0.985
Graduate,Agronomy,Female,Single,Daytime,No,Yes,No,No,No,60,40+,100.0,133.1,6,6,12.75,6,4,14.75,0.667,0,0.378
Enrolled,Management,Female,Married,Daytime,No,Yes,No,No,No,41,40+,140.0,110.0,5,4,14.5,5,5,13.0,1.0,0,0.166
Graduate,Management (evening),Female,Married,Evening,No,Yes,No,No,No,47,40+,150.3,133.1,5,5,14.8,5,5,14.4,1.0,0,0.064
Graduate,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,No,No,No,22,21-24,128.2,116.0,17,17,10.36842105263158,17,17,11.5,1.0,0,0.001
Dropout,Nursing,Female,Married,Daytime,No,Yes,No,No,No,41,40+,114.3,110.0,7,0,0.0,8,0,0.0,0.0,1,1.0
Enrolled,Management (evening),Female,Married,Evening,No,Yes,No,No,No,28,25-29,117.3,140.0,10,6,10.666666666666666,10,9,11.333333333333334,0.9,0,0.45
Graduate,Tourism,Female,Facto union,Daytime,No,Yes,No,No,No,32,30-39,120.0,120.0,15,13,12.692307692307692,15,13,12.384615384615383,0.867,0,0.114
Dropout,Management (evening),Female,Married,Evening,No,Yes,No,Yes,No,50,40+,110.7,133.1,5,0,0.0,5,0,0.0,0.0,1,0.996
